27/02/2026,"-44.00",COLES 4572                WORONGARY,,,,,
27/02/2026,"-9.15",COLES 4572                WORONGARY,,,,,
27/02/2026,"-37.39",SMITH COLLECTIVE AMCAL    SOUTHPORT,,,,,
27/02/2026,"-128.00",SMITH COLLECTIVE AMCAL    SOUTHPORT,,,,,
26/02/2026,"1840.12",BUDGET DIRECT             TOOWONG,,,,,
26/02/2026,"89.95",BUDGET DIRECT             TOOWONG,,,,,
26/02/2026,"-141.06",ASTRAWEB USENET           14074108833  96.00  USD 4.77 AUD,,,,,
26/02/2026,"-85.00",MEDRELEAF TH CLINIC       SOUTH BRISBAN,,,,,
26/02/2026,"-13.20",WOOLWORTHS/NEXUS WAY      SOUTHPORT,,,,,
26/02/2026,"-259.00",CARSALES.COM.AU PTY LT    RICHMOND,,,,,
26/02/2026,"-892.70",AAMI INSURANCE            BRISBANE CITY,,,,,
25/02/2026,"-62.88",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
25/02/2026,"-41.00",OVO ENERGY PTY LTD        MELBOURNE,,,,,
24/02/2026,"-26.81",WOOLWORTHS/NEXUS WAY      SOUTHPORT,,,,,
23/02/2026,"-33.84",SMP*The Meat Hub Gold     Molendinar,,,,,
23/02/2026,"-40.98",CHIRN PARK CHEMPRO CHE    SOUTHPORT,,,,,
23/02/2026,"-15.10",WOOLWORTHS/NEXUS WAY      SOUTHPORT,,,,,
23/02/2026,"-67.08",WOOLWORTHS/NEXUS WAY      SOUTHPORT,,,,,
23/02/2026,"-1.49",APPLE.COM/BILL            SYDNEY,,,,,
20/02/2026,"-484.27",JETSTAR AIR 0000000FJCSHV WWW.JETSTAR.C,,,,,
20/02/2026,"-77.00",BWS/SHP 67 RUNAWAY BAY SH RUNAWAY BAY,,,,,
20/02/2026,"-287.52",WOOLWORTHS/CNR BAYVIEW ST RUNAWAY BAY,,,,,
20/02/2026,"-16.00",Bakers Delight            Runaway Bay,,,,,
19/02/2026,"-0.99",Kindle Svcs               MELBOURNE,,,,,
19/02/2026,"-15.40",W&X EVERSWEET PTY LTD     COOMERA,,,,,
19/02/2026,"-20.35",HEALTHYWORLD PHARMACY     COOMERA,,,,,
18/02/2026,"-269.00",SPECSAVERS COOMERA (QL    COOMERA,,,,,
18/02/2026,"-269.00",SPECSAVERS COOMERA (QL    COOMERA,,,,,
18/02/2026,"-134.98",PLINE PH RUNAWAY BAY      RUNAWAY BAY,,,,,
18/02/2026,"-22.83",PHO VIET (QLD)            BIGGERA WATER,,,,,
18/02/2026,"-9.20",K & K INVESTMENTS AU      PARKWOOD,,,,,
17/02/2026,"683.04",PAYMENT THANKYOU 200656,,,,,
17/02/2026,"-21.00",TARGET 5027               RUNAWAY BAY,,,,,
17/02/2026,"-32.00",TARGET 5027               RUNAWAY BAY,,,,,
17/02/2026,"-53.55",COLES 4530                RUNAWAY BAY,,,,,
17/02/2026,"-28.90",JamaicaBlueRunawayBa      Runaway Bay,,,,,
17/02/2026,"-35.94",AMPOL FOODARY LABRADOR    LABRADOR,,,,,
17/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
17/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
17/02/2026,"-15.67",DELICIOUS DUMPLING DYN    BIGGERA WATER,,,,,
17/02/2026,"-77.70",SUN HELENSVALE TAVERN     BIGGERA WATER,,,,,
16/02/2026,"-51.84",PIZZA CITTADELLA PTY LTD  LABRADOR,,,,,
16/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
16/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
16/02/2026,"-32.55",GIANT CHEMIST HARBOUR     BIGGERA WATER,,,,,
16/02/2026,"-659.85",GIANT CHEMIST HARBOUR     BIGGERA WATER,,,,,
16/02/2026,"-102.74",UNITED LABRADOR           LABRADOR,,,,,
16/02/2026,"-60.60",WOOLWORTHS/OXLEY DR & GOL BIGGERA WTRS,,,,,
16/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
16/02/2026,"-99.00",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
16/02/2026,"-153.51",AMPOL SOUTH KEMPSEY       SOUTH KEMPSEY,,,,,
16/02/2026,"-62.03",AMPOL SOUTH KEMPSEY       SOUTH KEMPSEY,,,,,
16/02/2026,"-21.88",HOPE ENERGY SOUTHPORT     SOUTHPORT,,,,,
16/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
13/02/2026,"-1840.12",BUDGET DIRECT             TOOWONG,,,,,
13/02/2026,"-89.95",BUDGET DIRECT             TOOWONG,,,,,
13/02/2026,"-214.79",Woolworths Online         Bella Vista,,,,,
13/02/2026,"-35.12",METRO PETROLEUM GOULBURN  GOULBURN,,,,,
13/02/2026,"-138.38",METRO PETROLEUM GOULBURN  GOULBURN,,,,,
13/02/2026,"-6.00",7-ELEVEN 2084             HEATHERBRAE,,,,,
13/02/2026,"-25.00",MCDONALDS HEATHERBRA      HEATHERBRAE,,,,,
12/02/2026,"-13.36",LS Nimmitabel             Nimmitabel,,,,,
12/02/2026,"-16.95",LS Nimmitabel             Nimmitabel,,,,,
12/02/2026,"-72.82",KSJS PTY LTD              SOUTH PAMBULA,,,,,
12/02/2026,"-31.10",MCDONALDS GEELONG NT      GEELONG NORTH,,,,,
12/02/2026,"-90.77",APCO BAIRNSDALE           BAIRNSDALE,,,,,
12/02/2026,"-10.07",LINKT BRISBANE            BRISBANE,,,,,
12/02/2026,"-20.90",AMPOL WERRIBEE 37031F     WERRIBEE,,,,,
12/02/2026,"-35.20",TT-LINE COMPANY PTY       EAST DEVONPOR,,,,,
11/02/2026,"-14.62",SQ *HUNTING GROUND        Sale,,,,,
11/02/2026,"-70.63",CALTEX BRIDPORT           BRIDPORT,,,,,
10/02/2026,"-14.00",Gladstone General Sto     GLADSTONE,,,,,
09/02/2026,"-1.49",APPLE.COM/BILL            SYDNEY,,,,,
06/02/2026,"-50.00",MATER LOTTERIES           NEWSTEAD,,,,,
06/02/2026,"-186.59",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
06/02/2026,"-52.00",SQ *BANGKOK TIDE THAI EAT St Helens,,,,,
06/02/2026,"-26.20",HOME TIMBER & HARDWA      ST HELENS,,,,,
05/02/2026,"-88.00",JIMS MOWING BURLEIGH H    MERRIMAC,,,,,
05/02/2026,"-101.81",Mowbray Medical           Mowbray,,,,,
05/02/2026,"-30.00",HUBBL - KAYO SPORTS       131999,,,,,
02/02/2026,"-10.60",MCDONALDS INVERMAY        LAUNCESTON,,,,,
02/02/2026,"-7.29",AIRPORT RETAIL GROUP A    MASCOT,,,,,
02/02/2026,"-8.50",UNITED PATTERSON ST       LAUNCESTON,,,,,
02/02/2026,"-80.19",Heinemann Duty Free       Mascot,,,,,
02/02/2026,"-196.95",WOOLWORTHS/40 WELLINGTON  LAUNCESTON,,,,,
02/02/2026,"-117.18",SQ *SAGE LOUISE GROOMING  South Launces,,,,,
02/02/2026,"-22.50",CIRCUM VENDING            CHELTENHAM,,,,,
02/02/2026,"-5.00",SMARTE CARTE AUSTRALIA    TULLAMARINE,,,,,
02/02/2026,"-102.72",UNITED LAUNCESTON         LAUNCESTON,,,,,
02/02/2026,"-25.80",TOP JUICE PTY LTD         MASCOT,,,,,
02/02/2026,"-5.97",SEVEN-ELEVEN              TOKYO  614  JPY 0.20 AUD,,,,,
02/02/2026,"-7.50",FELIX MOBILE              NORTH SYDNEY,,,,,
02/02/2026,"126.46",am.Nord*VPNcom            London,,,,,
30/01/2026,"-25.00",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
27/01/2026,"-35.19",CLAUDE.AI SUBSCRIPTION    ANTHROPIC.COM,,,,,
27/01/2026,"700.00",PAYMENT THANKYOU 114251,,,,,
27/01/2026,"-121.29",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
27/01/2026,"-62.88",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
27/01/2026,"-63.67",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
27/01/2026,"-41.00",OVO ENERGY PTY LTD        MELBOURNE,,,,,
23/01/2026,"-130.89",am.Nord*VPNcom            London,,,,,
22/01/2026,"-374.52",BWS LIQUOR/6 CECELIA ST   ST HELENS,,,,,
22/01/2026,"-88.00",JIMS MOWING BURLEIGH H    MERRIMAC,,,,,
22/01/2026,"-22.00",THE REJECT SHOP 7719      ST HELENS,,,,,
22/01/2026,"-9.08",SEVEN-ELEVEN              TOKYO  926  JPY 0.31 AUD,,,,,
21/01/2026,"-87.43",UNITED ST HELENS          ST HELENS,,,,,
21/01/2026,"-1.49",APPLE.COM/BILL            SYDNEY,,,,,
20/01/2026,"500.00",PAYMENT THANKYOU 498514,,,,,
19/01/2026,"-4.20",BREAK O DAY COUNCIL       ST HELENS,,,,,
19/01/2026,"-30.00",SQ *GLADSTONE PUB PTY LTD Gladstone,,,,,
19/01/2026,"-10.00",SQ *GLADSTONE PUB PTY LTD Gladstone,,,,,
19/01/2026,"-99.17",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
19/01/2026,"-8.00",SQ *GLADSTONE PUB PTY LTD Windermere,,,,,
19/01/2026,"-3.71",DCM                       SAPPORO  379  JPY 0.13 AUD,,,,,
14/01/2026,"-51.87",Blooms The Chemist St     Saint Helens,,,,,
14/01/2026,"-23.70",THE REJECT SHOP 7719      ST HELENS,,,,,
13/01/2026,"-59.00",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
12/01/2026,"-15.49",ALLNODES                  ALLNODES.COM  10.00  USD 0.52 AUD,,,,,
12/01/2026,"-139.00",STARLINK INTERNET         Sydney,,,,,
07/01/2026,"-20.86",aliexpress                North Sydney,,,,,
07/01/2026,"-39.64",SP MILKCAN OUTDOOR        THOMASTOWN,,,,,
07/01/2026,"-1.49",APPLE.COM/BILL            SYDNEY,,,,,
05/01/2026,"2000.00",PAYMENT THANKYOU 794143,,,,,
05/01/2026,"-30.00",HUBBL - KAYO SPORTS       131999,,,,,
02/01/2026,"-120.00",SP ARCHIES FOOTWEAR       ECHUCA,,,,,
02/01/2026,"-16.69",McDonalds 950312          KINGS MEADOWS,,,,,
02/01/2026,"-104.20",TAS PETROLEUM             KINGS MEADOWS,,,,,
02/01/2026,"-10.47",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
02/01/2026,"-19.49",ESIMX                     ESIMX.COM  12.58  USD 0.66 AUD,,,,,
02/01/2026,"-25.38",HEINEMANN DUTY FREE       Mascot,,,,,
02/01/2026,"-147.00",WOOLWORTHS/262 INVERMAY R MOWBRAY,,,,,
02/01/2026,"-10.50",Bakers Delight            Mowbray,,,,,
02/01/2026,"-1.50",LAUNCESTON CITY COUNCI    LAUNCESTON,,,,,
02/01/2026,"-299.99",ANACONDA LAUNCESTN        LAUNCESTON,,,,,
02/01/2026,"-20.18",ZLR*Gatty's Bar           Western Junct,,,,,
02/01/2026,"-13.08",ZLR*Gatty's Bar           Western Junct,,,,,
02/01/2026,"-474.00",BARNBOUGLE GOLF PTY LT    BRIDPORT,,,,,
31/12/2025,"6700.00",PAYMENT THANKYOU 913599,,,,,
31/12/2025,"-25.00",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
31/12/2025,"-621.00",AURORA ENERGY             Hobart,,,,,
31/12/2025,"-94.79",AURORA ENERGY             HOBART,,,,,
31/12/2025,"-24.24",LAUNCESTON WASTE          MOWBRAY,,,,,
30/12/2025,"-24.95",SYDNEY TOOLS              Roselands,,,,,
30/12/2025,"-249.00",SYDNEY TOOLS              Roselands,,,,,
30/12/2025,"-145.04",TAS PETROLEUM INVERMAY    INVERMAY,,,,,
29/12/2025,"99.75",REPCO                     LAUNCESTON,,,,,
29/12/2025,"-112.75",REPCO                     LAUNCESTON,,,,,
29/12/2025,"-129.99",AUTOBARN LAUNCESTON       LAUNCESTON,,,,,
29/12/2025,"-1331.95",SYDNEY TOOLS              Roselands,,,,,
29/12/2025,"-18.50",THE REJECT SHOP 7719      ST HELENS,,,,,
29/12/2025,"-105.26",The Bays Kitchen          ST HELENS,,,,,
29/12/2025,"-38.87",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
29/12/2025,"-483.00",JB HI FI LAUNCESTON       INVERMAY,,,,,
29/12/2025,"-47.70",SQ *OM FOOD & PAAN HOUSE  South Launces,,,,,
29/12/2025,"-147.00",LIQUORLAND 5915           LAUNCESTON,,,,,
29/12/2025,"-15.00",Sydney Tools Launcest     Invermay,,,,,
29/12/2025,"-86.93",Gladstone General Sto     GLADSTONE,,,,,
29/12/2025,"-69.00",KMART 1028                LAUNCESTON,,,,,
29/12/2025,"-359.13",COLES 7562                LAUNCESTON,,,,,
29/12/2025,"-62.88",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
29/12/2025,"-20.79",ZLR*Switchman             Western Junct,,,,,
29/12/2025,"-15.00",Launceston Airport        Western Junct,,,,,
28/12/2025,"-110.00",REWARD PROGRAM FEE (2 CARDHOLDERS),,,,,
28/12/2025,"-40.00",ANNUAL FEE,,,,,
24/12/2025,"4324.77",PAYMENT THANKYOU 376058,,,,,
24/12/2025,"-93.00",OVO ENERGY PTY LTD        MELBOURNE,,,,,
22/12/2025,"-32.48",The Bays Kitchen          ST HELENS,,,,,
22/12/2025,"-65.61",HOME TIMBER & HARDWA      ST HELENS,,,,,
22/12/2025,"-115.00",BIGW ONLINE               BELLA VISTA,,,,,
22/12/2025,"18.68",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
22/12/2025,"82.41",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
22/12/2025,"-133.80",CALTEX BRIDPORT           BRIDPORT,,,,,
22/12/2025,"-805.12",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
19/12/2025,"24.42",BECKS MITRE 10 LAUNC      LAUNCESTON,,,,,
19/12/2025,"35.35",NT LAUNCESTON             LAUNCESTON,,,,,
19/12/2025,"-18.78",Food for Dudes            Invermay,,,,,
19/12/2025,"-12.80",Pipers River General      Pipers River,,,,,
19/12/2025,"-24.75",Dirty bird                South Launces,,,,,
19/12/2025,"-459.15",KMART 1028                LAUNCESTON,,,,,
19/12/2025,"-15.75",Beaumont Tiles Launce     Invermay,,,,,
19/12/2025,"-58.83",Plumbing Launceston       Launceston,,,,,
19/12/2025,"-295.98",Sheridan Outlet           Launceston,,,,,
19/12/2025,"-41.44",BEACON LIGHTING 109       LAUNCESTON,,,,,
19/12/2025,"-23.85",A W M ELECTRICAL WHO      LAUNCESTON,,,,,
19/12/2025,"-318.02",FOAMLAND                  LAUNCESTON,,,,,
19/12/2025,"-1350.00",SIMONS CARPET             KINGS MEADOWS,,,,,
19/12/2025,"-0.99",APPLE.COM/BILL            SYDNEY,,,,,
19/12/2025,"-9.50",JOHN MCCORMACK            ST HELENS,,,,,
19/12/2025,"-14.70",BREAK O DAY COUNCIL       ST HELENS,,,,,
18/12/2025,"24.64",HOME TIMBER & HARDWA      ST HELENS,,,,,
18/12/2025,"-275.10",BWS LIQUOR/6 CECELIA ST   ST HELENS,,,,,
18/12/2025,"-112.89",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
18/12/2025,"-29.00",SQ *THE CAPTAINS MRS      St Helens,,,,,
18/12/2025,"-8.50",SQ *THE TASMANIA SHOP     St Helens,,,,,
18/12/2025,"-27.39",Blooms The Chemist St     Saint Helens,,,,,
18/12/2025,"-31.60",Blooms The Chemist St     Saint Helens,,,,,
18/12/2025,"-58.71",HOME TIMBER & HARDWA      ST HELENS,,,,,
17/12/2025,"-243.99",TRANSPORTMAINRDS          BRISBANE,,,,,
16/12/2025,"-100.00",SP ARCHIES FOOTWEAR       ECHUCA,,,,,
15/12/2025,"-156.00",SP SABOSKIRT.COM          SALISBURY,,,,,
15/12/2025,"-10.97",COTTAGE BAKERY TAS        Scottsdale,,,,,
15/12/2025,"-516.00",WOOLWORTHS/1 VICTORIA ST  SCOTTSDALE,,,,,
15/12/2025,"-50.00",SQ *SCOTTSDALE SHOE SHOP  Scottsdale,,,,,
15/12/2025,"-120.63",Galloways Pharmacy        Scottsdale,,,,,
15/12/2025,"-325.79",BRID RIVER                SPRINGFIELD,,,,,
15/12/2025,"-100.00",THE REJECT SHOP 7720      SCOTTSDALE,,,,,
15/12/2025,"-9.40",BECKS MITRE 10 SCOTT      SCOTTSDALE,,,,,
15/12/2025,"-88.00",JIMS MOWING BURLEIGH H    MERRIMAC,,,,,
12/12/2025,"-61.95",AMAZON MARKETPLACE AU     SYDNEY,,,,,
11/12/2025,"-40.00",FELIX MOBILE              NORTH SYDNEY,,,,,
11/12/2025,"-28.90",PATRICK DILLON            ST HELENS,,,,,
10/12/2025,"-108.17",Blooms The Chemist St     Saint Helens,,,,,
10/12/2025,"-45.75",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
10/12/2025,"-139.00",STARLINK INTERNET         Sydney,,,,,
10/12/2025,"-43.84",HOME TIMBER & HARDWA      ST HELENS,,,,,
10/12/2025,"-24.98",SP DRAFTI                 LANGWARRIN,,,,,
10/12/2025,"-286.40",Dukasa Compounding        ARMADALE,,,,,
08/12/2025,"-85.00",MEDRELEAF TH CLINIC       SOUTH BRISBAN,,,,,
08/12/2025,"-1.49",APPLE.COM/BILL            SYDNEY,,,,,
08/12/2025,"-148.00",SP SABOSKIRT.COM          SALISBURY,,,,,
08/12/2025,"22.77",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
08/12/2025,"236.13",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
08/12/2025,"365.00",BUNNINGS 463000           KINGS MEADOWS,,,,,
08/12/2025,"-153.90",TAS PETROLEUM             KINGS MEADOWS,,,,,
08/12/2025,"-13.99",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
05/12/2025,"4800.00",PAYMENT THANKYOU 008209,,,,,
05/12/2025,"-373.75",Beaumont Tiles Launce     Invermay,,,,,
05/12/2025,"-370.00",BWS LIQUOR/GEORGE & MT CA SCOTTSDALE,,,,,
05/12/2025,"-161.24",WOOLWORTHS/1 VICTORIA ST  SCOTTSDALE,,,,,
05/12/2025,"-12.95",Manu Bakery Pty Ltd       Invermay,,,,,
05/12/2025,"-8.85",T TOOLS LAUNCESTON        LAUNCESTON,,,,,
05/12/2025,"-40.00",NATIONAL WINDSCREENS      MOORABBIN,,,,,
05/12/2025,"-30.00",HUBBL - KAYO SPORTS       131999,,,,,
04/12/2025,"-66.85",NRE TAS ONLINE            HOBART,,,,,
03/12/2025,"-95.10",FAIRETYPE.COM             FAIRETYPE.COM  60.00  USD 3.22 AUD,,,,,
03/12/2025,"-25.00",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
02/12/2025,"-88.00",JIMS MOWING BURLEIGH H    MERRIMAC,,,,,
01/12/2025,"-39.87",Blooms The Chemist St     Saint Helens,,,,,
01/12/2025,"-27.00",SQ *SONNY AND BEAR        Scamander,,,,,
01/12/2025,"-50.30",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
01/12/2025,"-91.38",HOME TIMBER & HARDWA      ST HELENS,,,,,
01/12/2025,"-5.10",Gladstone General Sto     GLADSTONE,,,,,
28/11/2025,"7000.00",PAYMENT THANKYOU 483318,,,,,
28/11/2025,"-10.90",PATRICK DILLON            ST HELENS,,,,,
27/11/2025,"-33.50",HOME TIMBER & HARDWA      ST HELENS,,,,,
27/11/2025,"-192.79",HOME TIMBER & HARDWA      ST HELENS,,,,,
27/11/2025,"-15.49",MCDONALDS INVERMAY        LAUNCESTON,,,,,
27/11/2025,"-166.59",TAS PETROLEUM INVERMAY    INVERMAY,,,,,
27/11/2025,"-18.98",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
27/11/2025,"-582.54",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
26/11/2025,"-42.40",WOOLWORTHS/262 INVERMAY R MOWBRAY,,,,,
26/11/2025,"-222.48",WOOLWORTHS/262 INVERMAY R MOWBRAY,,,,,
26/11/2025,"-62.88",SUPERLOOP BROADBAND       BRISBANE CITY,,,,,
26/11/2025,"-15.00",Bakers Delight            Mowbray,,,,,
26/11/2025,"-14.05",NT LAUNCESTON             LAUNCESTON,,,,,
26/11/2025,"-104.61",BECKS MITRE 10 LAUNC      LAUNCESTON,,,,,
26/11/2025,"-46.75",BECKS MITRE 10 LAUNC      LAUNCESTON,,,,,
26/11/2025,"-93.00",OVO ENERGY PTY LTD        MELBOURNE,,,,,
25/11/2025,"1000.00",PAYMENT THANKYOU 806892,,,,,
24/11/2025,"-8.62",INTEREST CHARGED ON PURCHASES,,,,,
24/11/2025,"-118.00",BWS LIQUOR/6 CECELIA ST   ST HELENS,,,,,
24/11/2025,"-379.89",HOME TIMBER & HARDWA      ST HELENS,,,,,
24/11/2025,"-338.79",North East Landscapin     St Helens,,,,,
24/11/2025,"-21.17",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
24/11/2025,"-593.40",SP MILKCAN OUTDOOR        THOMASTOWN,,,,,
24/11/2025,"-140.40",SP ST. ALI                SOUTH MELBOUR,,,,,
24/11/2025,"-4233.47",BUNNINGS 767000           INVERMAY,,,,,
20/11/2025,"2000.00",PAYMENT THANKYOU 583523,,,,,
20/11/2025,"-81.90",WEBCENTRAL* ENTRAL - W    MELBOURNE,,,,,
20/11/2025,"-65.73",North East Landscapin     St Helens,,,,,
20/11/2025,"-28.05",ST HELENS CONCRETE        ST HELENS,,,,,
20/11/2025,"-39.85",HOME TIMBER & HARDWA      ST HELENS,,,,,
20/11/2025,"-8.40",BREAK O DAY COUNCIL       ST HELENS,,,,,
19/11/2025,"5000.00",PAYMENT THANKYOU 029150,,,,,
19/11/2025,"-29.84",ST HELENS CONCRETE        ST HELENS,,,,,
19/11/2025,"-662.81",ST HELENS CONCRETE        ST HELENS,,,,,
19/11/2025,"-67.65",THE REJECT SHOP 7719      ST HELENS,,,,,
18/11/2025,"-279.56",BAYOFFIRESIGA/4/29-35 CEC ST HELENS,,,,,
18/11/2025,"12.30",HOME TIMBER & HARDWA      ST HELENS,,,,,
18/11/2025,"-119.57",HOME TIMBER & HARDWA      ST HELENS,,,,,
18/11/2025,"-138.62",TAS PETROLEUM ST HELENS   ST HELENS,,,,,
17/11/2025,"368.22",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
17/11/2025,"-6.00",SQ *COFFEE AWAY           St Helens,,,,,
17/11/2025,"-30.39",SMP*SCOTTSDALE BAKERY 0   NEWNHAM,,,,,
17/11/2025,"-3.56",SMP*SCOTTSDALE BAKERY 0   NEWNHAM,,,,,
17/11/2025,"-221.36",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
17/11/2025,"-395.10",BUNNINGS GROUP LTD        HAWTHORN EAST,,,,,
17/11/2025,"-73.30",ONE RESTAURANT            MOWBRAY,,,,,
17/11/2025,"-30.00",MOWBRAY BEER WINE AND     MOWBRAY,,,,,
17/11/2025,"-88.00",JIMS MOWING BURLEIGH H    MERRIMAC,,,,,
17/11/2025,"-819.00",Sydney Tools Launcest     Invermay,,,,,
17/11/2025,"-6.24",OFFICEWORKS  0703         Launceston,,,,,
17/11/2025,"-22.33",WOOLWORTHS/262 INVERMAY R MOWBRAY,,,,,
17/11/2025,"-49.00",TARGET 5391               MOWBRAY,,,,,
17/11/2025,"-234.26",Beaumont Tiles Launce     Invermay,,,,,
17/11/2025,"-10.50",Bakers Delight            Mowbray,,,,,
17/11/2025,"-23.32",Plumbing Launceston       Launceston,,,,,
17/11/2025,"-132.82",UNITED YORK PARK          LAUNCESTON,,,,,
17/11/2025,"-9.00",UNITED YORK PARK          LAUNCESTON,,,,,
17/11/2025,"-1009.03",NT LAUNCESTON             LAUNCESTON,,,,,
17/11/2025,"-721.17",NT LAUNCESTON             LAUNCESTON,,,,,
17/11/2025,"-37.97",CHEMIST WAREHOUSE MOWBRAY MOWBRAY,,,,,
17/11/2025,"-132.30",SKIN DIVINITY COSMETIC CL MIAMI,,,,,
17/11/2025,"-86.94",TEMPLE & WEBSTER          1300900675,,,,,
